BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-7.5,9.6,44,Bread,Right
2,-4.75,9.6,53.5,Basket,Right
3,3.5,11.2,58.5,Laptop,Left
4,7.5,9.6,54.5,RockingHorse,Left
5,5,9.6,48,DeskLight,Right
6,3.5,9.6,43,CoffeeMachine,Left

