BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2,9.6,43,Chaynik,Right
2,6,9.6,51.8,Toothpaste,Left
3,-2.25,9.6,53,UGGboot,Left
4,-7,9.6,58,WineBottle,Right
5,1.6,12.55,56.7,CokeCan,Left
6,-7,11.02,49.5,Matrioshka,Right

