BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-4,9.6,43,BallonDog,Right
2,-7.25,9.6,49.5,Recorder,Left
3,7,9.6,58,HTCVive,Right
4,7,9.6,50.5,Toothpaste,Left
5,4.7,11.871,51,CokeCan,Right
6,-3,9.6,55,WineBottle,Left

