BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,0,0,0,FireExtinguisher,Left
2,2,9.6,43,Chaynik,Right
3,6,9.6,51.8,MobilePhone,Left
4,1.6,12.55,56.7,UGGboot,Right
5,-2.25,9.6,53,Glasses,Right
6,-7,9.6,58,Pinza,Right

