Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
StorageRoom,NikonCamera,2.414668,5,14.8226
StorageRoom,Teacup,5.778811,5,10.85946
StorageRoom,JBLSpeaker,-4.492085,5,5.535488
StorageRoom,MilkCarton,3.968608,5,4.086181
StorageRoom,Squeezer,3.875611,5,7.695164
StorageRoom,Mushroom,-3.514768,5,10.55085

