BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-1,12.5,57,MosquitoRacket,Right
2,-0.5,9.6,58,Official hat,Right
3,-2.95,9.6,53,Clamps,Left
4,-6,9.6,44,PaperCoffeeCup,Left
5,7.5,11.02,58,Microphone,Left
6,5.5,9.6,50.25,Recorder,Left

