BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-7,9.6,56,ShowerHead,Right
2,-1,9.6,57,StrawberryDonut,Right
3,5,9.6,55,CinRoll,Left
4,7.25,9.6,50,MobilePhone,Left
5,0.8,9.6,44.2,Chaynik,Right
6,-7.5,9.6,44,HTCVive,Left

