"Item" "Order" "SubjectNo" "Room"
"HTCViveController" 1 "P29" "Bedroom"
"Spoons" 2 "P29" "Bedroom"
"Typewriter" 3 "P29" "Bedroom"
"MilkCarton" 4 "P29" "Bedroom"
"Apple" 5 "P29" "Bedroom"
"MokeExpress" 6 "P29" "Bedroom"
"Paprika" 1 "P29" "Classroom"
"Avocado" 2 "P29" "Classroom"
"PiggyBank" 3 "P29" "Classroom"
"Mouse" 4 "P29" "Classroom"
"RugbyBall" 5 "P29" "Classroom"
"BaseballBat" 6 "P29" "Classroom"
"Pineapple" 1 "P29" "Gym"
"Controller" 2 "P29" "Gym"
"Muffin" 3 "P29" "Gym"
"MechanicalGloves" 4 "P29" "Gym"
"Kettle" 5 "P29" "Gym"
"SaltSub" 6 "P29" "Gym"
"HandDrill" 1 "P29" "Library"
"Teacup" 2 "P29" "Library"
"Openner" 3 "P29" "Library"
"Squeezer" 4 "P29" "Library"
"EggBeater" 5 "P29" "Library"
"Padella" 6 "P29" "Library"
"PencilSharpener" 1 "P29" "LivingRoom"
"Stapler" 2 "P29" "LivingRoom"
"CleaningBucket" 3 "P29" "LivingRoom"
"Calculator" 4 "P29" "LivingRoom"
"Mushroom" 5 "P29" "LivingRoom"
"Headphones" 6 "P29" "LivingRoom"
"Cabbaage" 1 "P29" "StorageRoom"
"JBLSpeaker" 2 "P29" "StorageRoom"
"Toaster" 3 "P29" "StorageRoom"
"OfficeBin" 4 "P29" "StorageRoom"
"Grape" 5 "P29" "StorageRoom"
"NikonCamera" 6 "P29" "StorageRoom"
