Room,OutsideDuration,InsideDuration
LivingRoom,26.1386,149.4727
Classroom,23.59909,140.7634
StorageRoom,23.51151,58.33673
Bedroom,25.03557,81.56895
Library,28.34833,86.46495
Gym,24.05938,100.589

