BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7,9.6,50.5,StrawberryDonut,Right
2,-4,9.6,43,CinRoll,Left
3,-7.25,9.6,49.5,Basket,Right
4,-3,9.6,55,Laptop,Left
5,7,9.6,58,Glasses,Right
6,4.7,11.871,51,MobilePhone,Left

