Room,OutsideDuration,InsideDuration
Gym,26.27176,23.36444
StorageRoom,26.38095,23.43242
Library,30.12289,60.54895
Office,31.48692,31.02016
Cafe,25.77432,48.80313
Museum,28.47162,51.58163
Bedroom,38.32887,47.18218
Classroom,30.71912,10.58265
KTV,27.07934,32.31664
ArtStudio,29.01705,63.17245
Kitchen,33.05555,42.30001
Lounge,30.13125,24.93953
SPA,25.78862,37.782
Kindergarten,34.2333,33.39054
MeetingRoom,26.53821,14.29619
LivingRoom,27.16628,52.61676

