Room,OutsideDuration,InsideDuration
StorageRoom,28.65505,162.5116
Gym,30.72065,105.7521
LivingRoom,22.58148,88.88445
Bedroom,22.0146,100.7199
Library,22.70345,67.85374
Classroom,24.50974,70.33469

