BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-4,9.6,43,Spoons,Right
2,-7.25,9.6,49.5,Mushroom,Left
3,-3,9.6,55,Headphones,Right
4,7,9.6,58,MilkCarton,Left
5,7,9.6,50.5,NikonCamera,Right
6,4.7,11.871,51,Toaster,Left

