BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-2.25,9.6,53,UGGboot,Right
2,-7,9.6,58,StrawberryDonut,Left
3,1.6,12.55,56.7,BallonDog,Left
4,6,9.6,51.8,Official hat,Right
5,-7,11.02,49.5,Bread,Left
6,2,9.6,43,OldRadio,Right

