Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Library,-6.320439,0.309999,0.7617469
Library,1.715345,0.3099999,8.147507
Library,-4.08158,0.3100008,15.5203
Library,5.447261,0.3100008,15.66472
Library,-5.00215,0.31,8.597482
Library,7.543646,0.3099999,7.183636

