BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-2.95,9.6,53,CokeCan,Right
2,-1,12.5,57,Laptop,Left
3,-0.5,9.6,58,CinRoll,Right
4,7.5,11.02,58,OldRadio,Left
5,5.5,9.6,50.25,HTCVive,Left
6,-6,9.6,44,Clamps,Left

