"Item" "Order" "SubjectNo" "Room"
"NikonCamera" 1 "P24" "Bedroom"
"Stapler" 2 "P24" "Bedroom"
"Kettle" 3 "P24" "Bedroom"
"Teacup" 4 "P24" "Bedroom"
"JBLSpeaker" 5 "P24" "Bedroom"
"Cabbaage" 6 "P24" "Bedroom"
"Mouse" 1 "P24" "Classroom"
"Openner" 2 "P24" "Classroom"
"PiggyBank" 3 "P24" "Classroom"
"Apple" 4 "P24" "Classroom"
"Avocado" 5 "P24" "Classroom"
"Pineapple" 6 "P24" "Classroom"
"BaseballBat" 1 "P24" "Gym"
"Typewriter" 2 "P24" "Gym"
"RugbyBall" 3 "P24" "Gym"
"Padella" 4 "P24" "Gym"
"Spoons" 5 "P24" "Gym"
"OfficeBin" 6 "P24" "Gym"
"HandDrill" 1 "P24" "Library"
"Paprika" 2 "P24" "Library"
"Controller" 3 "P24" "Library"
"Muffin" 4 "P24" "Library"
"MokeExpress" 5 "P24" "Library"
"SaltSub" 6 "P24" "Library"
"PencilSharpener" 1 "P24" "LivingRoom"
"Toaster" 2 "P24" "LivingRoom"
"EggBeater" 3 "P24" "LivingRoom"
"Calculator" 4 "P24" "LivingRoom"
"MechanicalGloves" 5 "P24" "LivingRoom"
"HTCViveController" 6 "P24" "LivingRoom"
"Grape" 1 "P24" "StorageRoom"
"Mushroom" 2 "P24" "StorageRoom"
"Squeezer" 3 "P24" "StorageRoom"
"MilkCarton" 4 "P24" "StorageRoom"
"Headphones" 5 "P24" "StorageRoom"
"CleaningBucket" 6 "P24" "StorageRoom"
