Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Library,Matrioshka,7.805815,0.3,9.8154
Library,WineBottle,2.080102,0.3,7.99374
Library,CinRoll,4.955477,0.3,13.51758
Library,OldRadio,-2.828528,0.3,7.874307
Library,StrawberryDonut,-7.611019,0.3,16.01328
Library,Official hat,-4.491987,0.3,2.791398

