BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-3.66,9.6,57.675,Matrioshka,Right
2,7,9.6,52,WineBottle,Left
3,7.5,9.6,58,CinRoll,Left
4,-5.25,9.6,43.75,OldRadio,Left
5,-3.4,9.6,52.25,StrawberryDonut,Left
6,2.2,9.6,49,Official hat,Right

