Room,OutsideDuration,InsideDuration
Gym,21.35075,134.9374
StorageRoom,19.54685,74.65074
Bedroom,19.88868,86.74819
Library,19.43448,144.9607
Classroom,19.41496,64.34834
LivingRoom,19.33934,80.61328

