BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-6,9.6,44,Clamps,Left
2,-1,12.5,57,CoffeeMachine,Left
3,-0.5,9.6,58,NailScissors,Right
4,7.5,11.02,58,Glasses,Left
5,-2.95,9.6,53,Recorder,Right
6,5.5,9.6,50.25,Laptop,Left

