Room,OutsideDuration,InsideDuration
Bedroom,28.3053,242.0974
Library,21.76402,81.07788
LivingRoom,21.88194,77.9101
Classroom,22.47743,56.70691
Gym,22.39324,62.65806
StorageRoom,22.69368,88.68801

