Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
LivingRoom,Muffin,7.455637,1,15.46384
LivingRoom,PencilSharpener,-6.603852,1,3.532351
LivingRoom,JBLSpeaker,0.176219,0.3,10.61514
LivingRoom,SaltSub,-5.962042,1,15.54247
LivingRoom,Paprika,-0.9404401,2,15.68326
LivingRoom,MechanicalGloves,3.039524,0.3,1.876422

