Room,OutsideDuration,InsideDuration
Library,27.39248,10.9257
Kitchen,25.76762,8.17308
Kindergarten,24.85068,6.733182
Gym,28.4763,4.435629
Bedroom,25.59531,3.881538
KTV,25.11214,5.536713
Office,33.52024,2.953235
SPA,26.87419,4.440271
ArtStudio,25.9558,3.160626
Museum,25.22636,3.317085
LivingRoom,25.22723,4.215592
StorageRoom,25.20621,5.037119
MeetingRoom,25.70244,3.392099
Cafe,27.02348,4.512796
Classroom,25.09395,2.868649
Lounge,24.73417,4.235928

