Room,OutsideDuration,InsideDuration
Cafe,25.40026,8.345119
SPA,24.23451,14.91247
Office,25.00471,14.07696
Library,24.20328,13.96982
Classroom,26.04778,5.398737
Kindergarten,23.42146,15.21073
ArtStudio,23.42872,22.76268
KTV,23.80911,13.47256
LivingRoom,23.60735,21.05103
Bedroom,23.5885,18.56579
MeetingRoom,23.88588,14.3804
Lounge,23.69104,14.13099
StorageRoom,24.2128,14.61428
Museum,24.09822,10.67182
Kitchen,23.14659,12.23301
Gym,25.16015,13.99982

