"Item" "Order" "SubjectNo" "Room"
"Toaster" 1 "P50" "Bedroom"
"Stapler" 2 "P50" "Bedroom"
"Grape" 3 "P50" "Bedroom"
"Squeezer" 4 "P50" "Bedroom"
"NikonCamera" 5 "P50" "Bedroom"
"HTCViveController" 6 "P50" "Bedroom"
"PencilSharpener" 1 "P50" "Classroom"
"Headphones" 2 "P50" "Classroom"
"Kettle" 3 "P50" "Classroom"
"Padella" 4 "P50" "Classroom"
"Typewriter" 5 "P50" "Classroom"
"Calculator" 6 "P50" "Classroom"
"Spoons" 1 "P50" "Gym"
"EggBeater" 2 "P50" "Gym"
"Cabbaage" 3 "P50" "Gym"
"SaltSub" 4 "P50" "Gym"
"Mushroom" 5 "P50" "Gym"
"Avocado" 6 "P50" "Gym"
"Teacup" 1 "P50" "Library"
"Pineapple" 2 "P50" "Library"
"Muffin" 3 "P50" "Library"
"PiggyBank" 4 "P50" "Library"
"MilkCarton" 5 "P50" "Library"
"MokeExpress" 6 "P50" "Library"
"Controller" 1 "P50" "LivingRoom"
"RugbyBall" 2 "P50" "LivingRoom"
"Apple" 3 "P50" "LivingRoom"
"CleaningBucket" 4 "P50" "LivingRoom"
"OfficeBin" 5 "P50" "LivingRoom"
"Openner" 6 "P50" "LivingRoom"
"HandDrill" 1 "P50" "StorageRoom"
"Mouse" 2 "P50" "StorageRoom"
"JBLSpeaker" 3 "P50" "StorageRoom"
"BaseballBat" 4 "P50" "StorageRoom"
"MechanicalGloves" 5 "P50" "StorageRoom"
"Paprika" 6 "P50" "StorageRoom"
