BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7.5,9.6,54.5,CleaningBucket,Right
2,3.5,11.2,58.5,Toaster,Left
3,-4.75,9.6,53.5,OfficeBin,Right
4,-7.5,9.6,44,Calculator,Left
5,5,9.6,48,Avocado,Left
6,3.5,9.6,43,HTCViveController,Left

