Room,OutsideDuration,InsideDuration
KTV,26.95989,13.03796
ArtStudio,25.03257,18.37742
Office,25.19655,14.70807
Kitchen,25.02153,20.17388
Gym,24.49366,14.06244
LivingRoom,25.53186,19.73015
StorageRoom,24.54868,10.06597
Museum,25.43251,34.11692
Lounge,24.71256,15.703
Bedroom,83.75548,31.01293
MeetingRoom,24.65675,14.97296
Cafe,24.54494,26.7724
Library,25.04019,19.7039
SPA,24.67344,16.56604
Classroom,24.59781,22.39886
Kindergarten,25.42812,22.17352

