Room,OutsideDuration,InsideDuration
Gym,54.0041,127.4692
StorageRoom,51.95295,75.21427
Bedroom,40.17847,109.4009
LivingRoom,47.822,97.4139
Classroom,27.06963,87.66015
Library,31.42316,92.08444

