BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,0.8,9.6,44.2,HTCViveController,Right
2,-7.5,9.6,44,Avocado,Right
3,-7,9.6,56,HandDrill,Left
4,-1,9.6,57,Padella,Left
5,5,9.6,55,Openner,Right
6,7.25,9.6,50,MechanicalGloves,Right

