Room,OutsideDuration,InsideDuration
StorageRoom,23.17636,245.0438
Gym,23.48549,79.22786
Library,21.91693,68.56883
Bedroom,27.38973,104.2129
LivingRoom,22.55106,97.9762
Classroom,21.84312,80.5444

