Room,OutsideDuration,InsideDuration
Classroom,26.79132,122.42
StorageRoom,20.55343,83.99184
Library,20.3759,86.99056
Gym,27.65699,81.50893
LivingRoom,20.52039,99.89844
Bedroom,31.20998,125.7274

