Object,Scene,Response,Rt
Headphones,Office,Familiar,2.416779
Recorder,Lounge,New,2.050312
MokaEspress,None,New,1.950542
UGGboot,SPA,New,1.017185
Sandals,Kindergarten,Familiar,1.833801
Downy_FLIPPED,Classroom,Seen,1.400166
Cocktail,Kitchen,Seen,0.8002663
Openner,ArtStudio,Seen,1.033604
Clamps,Museum,New,1.933681
Markers,Bedroom,New,1.051884
Brush,None,New,1.800873
Official hat,Classroom,New,1.333443
Dog,None,New,1.017036
JBLSpeaker,Kitchen,Seen,1.650528
Stapler,StorageRoom,New,1.40036
Lasagna,Museum,New,0.8499374
Jam,Museum,Familiar,1.36972
CoffeePot,Lounge,Familiar,1.433952
Cupcake,Gym,New,1.117065
NikonCamera,Classroom,New,1.017601
BaseballBat,Kitchen,New,0.7170563
Kiwi,Cafe,New,0.7503204
Matrioshka,Gym,New,1.033836
Wheels,Bedroom,New,0.9669266
CandyBar,LivingRoom,Familiar,1.35054
MechanicalGloves,ArtStudio,Familiar,0.9335556
Car02,Kindergarten,New,0.7522812
MilkCarton,Library,Seen,1.650307
BallonDog,Office,New,1.333557
Slippers,Classroom,Familiar,1.63401
Strawberries,KTV,Familiar,1.667397
Hammer,Bedroom,New,0.9168854
Padella,KTV,Familiar,1.716965
BirdCage,LivingRoom,New,2.95063
Burger,None,New,1.06781
Xmas Globe,Bedroom,Seen,1.885109
CinRoll,None,New,1.01712
SecurityCam,Library,New,1.200256
PaintBucket,None,New,0.9836121
Suitcase,Museum,New,1.700272
Controller,MeetingRoom,Familiar,0.9504547
Skateboard,Kindergarten,Familiar,1.000595
Motorbike,LivingRoom,New,0.9177856
HTCViveController,None,New,1.150528
Jug,None,Seen,1.36702
Glasses,Lounge,New,1.233826
HandDrill,Gym,New,1.000488
HandHeldRadio,None,New,0.8003845
SaltSub,Cafe,New,1.217453
Ketchup,MeetingRoom,Seen,1.383667
Canister_FLIPPED,StorageRoom,Familiar,2.850555
EggBeater,None,Familiar,0.9003448
Kettle,Cafe,Familiar,1.117142
Paprika,ArtStudio,New,0.9505463
Mixer,None,New,1.184113
CoffeeMachine,ArtStudio,New,0.8685913
Kela,StorageRoom,New,0.9504089
FacialCream,None,New,1.133408
RasberryJam,None,New,1.083786
OrangeJuice_FLIPPED,SPA,New,2.000397
ShowerHead,StorageRoom,Seen,1.433746
Buiscuits,Library,New,1.000229
Apple,StorageRoom,New,1.06665
CacerolaPan,Office,Familiar,0.7668152
Mango,None,New,1.666931
Pumpkin,Bedroom,Familiar,1.533661
Cheese,None,New,2.733566
Printer,None,New,0.8336639
Pinza,Museum,New,1.400253
Teacup,None,New,1.017181
MosquitoRacket,Gym,New,1.017059
CottonSticks,None,New,1.03595
Vanish,None,Seen,1.367157
Banana,None,Familiar,1.417023
Pomegranate,Library,Familiar,0.7666931
Basket,None,New,0.9838715
Shoe,Lounge,New,0.6501312
Clock,None,New,0.8173676
Typewriter,MeetingRoom,New,0.6006927
Bus,None,New,0.9682159
IceBoots,Cafe,New,1.067108
Grape,Cafe,New,1.584122
NailScissors,MeetingRoom,New,0.7169952
RockingHorse,None,New,0.6838379
Scent_FLIPPED,KTV,New,1.200378
FiellaCase,None,New,0.8337708
Squeezer,Kitchen,New,1.483826
ToothBrush,None,Familiar,1.883881
Chips,MeetingRoom,Familiar,0.8506165
Avocado,KTV,New,1.350433
Honey,Cafe,New,1.250366
Leaf,None,New,0.800354
Garlic,ArtStudio,New,1.050293
Spoons,LivingRoom,New,0.8502502
PaperCoffeeCup,None,New,0.8334656
MetalBucket,None,Familiar,1.30011
Pineapple,None,New,1.267059
Pears,Classroom,New,0.916687
Caiban,Gym,New,1.266846
Lotion_FLIPPED,Kitchen,New,1.11731
OldRadio,None,New,1.433807
Cucumber,None,New,1.36673
Cake,Bedroom,Seen,1.400482
Broccoli,None,New,1.15036
RetroFan,None,New,1.13385
Highlighter,Office,New,0.93396
Marmite,KTV,New,0.967041
Calculator_FLIPPED,Library,New,1.26709
AmazonEcho,KTV,Familiar,1.983917
Weimeng_FLIPPED,ArtStudio,Familiar,1.100433
RugbyBall,None,New,1.050262
StrawberryDonut,Kindergarten,Familiar,1.433563
Watermelon,SPA,Seen,2.317047
Cereal,None,New,1.166962
TennisBall,Lounge,New,0.7836609
Deer,None,New,1.733673
BandShell,SPA,New,0.7502441
Candle Lattern,Office,Familiar,1.451813
CokeBottle_FLIPPED,MeetingRoom,Familiar,1.050232
Dish,SPA,Familiar,1.833588
FireExtinguisher_FLIPPED,Classroom,New,3.283813
OfficeBin,LivingRoom,New,1.133881
Icecream,Kindergarten,New,1.800537
Toothpaste,Kitchen,New,0.9835815
Perrier,None,New,0.7337952
Muffin,StorageRoom,Familiar,1.365265
HTCVive,Library,New,1.03363
Carrots,None,New,0.9003601
Lipsticks,LivingRoom,New,0.8669128
CleaningBucket,None,New,2.066864
Mouse,None,Familiar,1.466797
Cabbaage,Kindergarten,New,0.9336548
YellowDuck,None,New,0.8669128
Toaster,None,New,2.450317
FirstAidKit,None,Familiar,1.050537
Coconut,SPA,New,1.267181
Basketball,Office,New,0.7000427
LegoTruck,Lounge,New,1.385651
Ganmianzhang,Museum,New,1.883759
Chaynik,None,New,1.033752
Cube,None,Familiar,0.9505615
ClothesBasket,None,Familiar,0.73349
PiggyBank,Gym,New,1.217285
FireHydrant,None,New,1.26712

