BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7.5,11.02,58,HTCVive,Right
2,-0.5,9.6,58,MobilePhone,Left
3,-1,12.5,57,Recorder,Left
4,-2.95,9.6,53,CoffeeMachine,Left
5,5.5,9.6,50.25,Jug,Right
6,-6,9.6,44,Matrioshka,Right

