Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Bedroom,OfficeBin,-6.751849,2,15.52849
Bedroom,EggBeater,1.751887,1,14.36193
Bedroom,CleaningBucket,-2.24954,0.3,10.77341
Bedroom,Teacup,4.329067,0.3,4.485044
Bedroom,Stapler,0.5159661,0.3,1.740891
Bedroom,SaltSub,3.568057,1,1.704338

