Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
LivingRoom,Openner,6.331358,0.3,13.77854
LivingRoom,Mushroom,3.17949,2,16.22062
LivingRoom,Calculator,-4.413548,0.3,0.7128992
LivingRoom,Mouse,4.437889,0.3,8.671535
LivingRoom,MilkCarton,1.31181,1,1.380077
LivingRoom,Grape,-2.41537,0.3,12.5764

