Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Gym,4.706554,0.3100004,11.529
Gym,-2.916233,0.3100007,15.00824
Gym,-0.6414019,0.309999,0.7058318
Gym,6.130762,0.3099999,7.658018
Gym,-6.818449,0.3100003,10.98397
Gym,-1.714718,0.3099999,7.910324

