BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,2.2,9.6,49,Chaynik,Right
2,-3.4,9.6,52.25,Hammer,Right
3,7,9.6,52,MobilePhone,Right
4,7.5,9.6,58,CokeCan,Left
5,-3.66,9.6,57.675,Canister,Left
6,-5.25,9.6,43.75,NailScissors,Right

