Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Classroom,-3.369388,0.3016006,14.09011
Classroom,-4.768331,0.3015995,3.511067
Classroom,4.491341,2.764722,9.124326
Classroom,3.280344,0.3015998,7.107879
Classroom,0.8841236,1.747303,15.18904
Classroom,7.553169,0.3016004,8.986964

