Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Library,Cabbaage,1.644376,0.3,8.270819
Library,Muffin,5.072784,0.3,14.99077
Library,Mouse,-5.225709,0.3,5.996737
Library,SaltSub,7.142728,0.3,7.254442
Library,OfficeBin,-6.82693,0.3,14.7968
Library,Spoons,-0.7051612,1.3,4.319933

