"SubjectNo","Context","Group","CurRating","RoomOrder","Duration","SFHit","SHit","SrcHit","SFFalse","SFalse","SrcFalse","SFAcc","SAcc","SrcAcc"
"P70","StorageRoom","Familiar",1,"First",26.58600587,0.5,0.166666666666667,0.333333333333333,0.333333333333333,0,0.111111111111111,0.166666666666667,0.166666666666667,0.222222222222222
"P71","Bedroom","Novel",7,"First",34.44882019,0.666666666666667,0.166666666666667,0.333333333333333,0.388888888888889,0.166666666666667,0.148148148148148,0.277777777777778,0,0.185185185185185
"P71","Classroom","Novel",5,"First",25.31394554,0.833333333333333,0.666666666666667,0.666666666666667,0.388888888888889,0.166666666666667,0.148148148148148,0.444444444444444,0.5,0.518518518518518
"P71","Gym","Novel",6,"Second",25.87427174,0.333333333333333,0.166666666666667,0.166666666666667,0.388888888888889,0.166666666666667,0.148148148148148,-0.0555555555555556,0,0.0185185185185185
"P71","Library","Familiar",1,"Second",26.9160592,0.666666666666667,0.333333333333333,0.166666666666667,0.388888888888889,0.166666666666667,0.148148148148148,0.277777777777778,0.166666666666667,0.0185185185185185
"P71","LivingRoom","Familiar",3,"First",23.99681326,0.166666666666667,0,0,0.388888888888889,0.166666666666667,0.148148148148148,-0.222222222222222,-0.166666666666667,-0.148148148148148
"P71","StorageRoom","Familiar",2,"Second",25.45726373,0.5,0,0,0.388888888888889,0.166666666666667,0.148148148148148,0.111111111111111,-0.166666666666667,-0.148148148148148
"P72","Bedroom","Novel",2,"First",30.94217993,0.833333333333333,0.5,0.333333333333333,0.222222222222222,0,0.0740740740740741,0.611111111111111,0.5,0.259259259259259
"P72","Classroom","Novel",1,"First",24.40569887,0.166666666666667,0,0,0.222222222222222,0,0.0740740740740741,-0.0555555555555556,0,-0.0740740740740741
"P72","Gym","Novel",3,"First",25.35002863,0.833333333333333,0.166666666666667,0,0.222222222222222,0,0.0740740740740741,0.611111111111111,0.166666666666667,-0.0740740740740741
"P72","Library","Familiar",6,"Second",25.35223504,0.333333333333333,0,0.166666666666667,0.222222222222222,0,0.0740740740740741,0.111111111111111,0,0.0925925925925926
"P72","LivingRoom","Familiar",5,"Second",24.2649568,0.5,0,0.166666666666667,0.222222222222222,0,0.0740740740740741,0.277777777777778,0,0.0925925925925926
"P72","StorageRoom","Familiar",5,"Second",24.15059899,0.833333333333333,0.5,0.333333333333333,0.222222222222222,0,0.0740740740740741,0.611111111111111,0.5,0.259259259259259
"P73","Bedroom","Novel",2,"Second",29.08969265,0.5,0.166666666666667,0,0.0555555555555556,0,0.0185185185185185,0.444444444444444,0.166666666666667,-0.0185185185185185
"P73","Classroom","Novel",3,"Second",26.96174076,0.5,0,0,0.0555555555555556,0,0.0185185185185185,0.444444444444444,0,-0.0185185185185185
"P73","Gym","Novel",1,"Second",25.88336398,0.333333333333333,0,0,0.0555555555555556,0,0.0185185185185185,0.277777777777778,0,-0.0185185185185185
"P73","Library","Familiar",6,"First",31.8414951,0.833333333333333,0.5,0.333333333333333,0.0555555555555556,0,0.0185185185185185,0.777777777777778,0.5,0.314814814814815
"P73","LivingRoom","Familiar",6,"First",29.74612334,1,0.666666666666667,0.333333333333333,0.0555555555555556,0,0.0185185185185185,0.944444444444444,0.666666666666667,0.314814814814815
"P73","StorageRoom","Familiar",7,"First",26.12786953,0.5,0.333333333333333,0.166666666666667,0.0555555555555556,0,0.0185185185185185,0.444444444444444,0.333333333333333,0.148148148148148
"P74","Bedroom","Novel",5,"Second",26.22049835,0.166666666666667,0.166666666666667,0,0.166666666666667,0.0555555555555556,0.0555555555555556,0,0.111111111111111,-0.0555555555555556
"P74","Classroom","Novel",5,"Second",28.13483518,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667,0.0555555555555556,0.0555555555555556,0.166666666666667,0.111111111111111,0.277777777777778
"P74","Gym","Novel",6,"Second",33.46695185,0.333333333333333,0.166666666666667,0.333333333333333,0.166666666666667,0.0555555555555556,0.0555555555555556,0.166666666666667,0.111111111111111,0.277777777777778
"P74","Library","Familiar",1,"First",25.20426662,0.333333333333333,0.166666666666667,0,0.166666666666667,0.0555555555555556,0.0555555555555556,0.166666666666667,0.111111111111111,-0.0555555555555556
"P74","LivingRoom","Familiar",2,"First",24.92823867,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.0555555555555556,0.0555555555555556,0,0.111111111111111,0.111111111111111
"P74","StorageRoom","Familiar",3,"First",31.49166389,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0.0555555555555556,0.0555555555555556,0.166666666666667,0.277777777777778,0.277777777777778
"P75","Bedroom","Novel",7,"Second",30.50653042,0.833333333333333,0.666666666666667,0.166666666666667,0.277777777777778,0,0.0925925925925926,0.555555555555556,0.666666666666667,0.0740740740740741
"P75","Classroom","Novel",6,"Second",26.02369687,0.833333333333333,0.666666666666667,0.166666666666667,0.277777777777778,0,0.0925925925925926,0.555555555555556,0.666666666666667,0.0740740740740741
"P75","Gym","Novel",7,"Second",27.75224083,0.333333333333333,0.166666666666667,0.166666666666667,0.277777777777778,0,0.0925925925925926,0.0555555555555555,0.166666666666667,0.0740740740740741
"P75","Library","Familiar",3,"First",30.25441266,0.833333333333333,0.5,0.166666666666667,0.277777777777778,0,0.0925925925925926,0.555555555555556,0.5,0.0740740740740741
"P75","LivingRoom","Familiar",5,"First",33.75108664,0.5,0.5,0,0.277777777777778,0,0.0925925925925926,0.222222222222222,0.5,-0.0925925925925926
"P75","StorageRoom","Familiar",2,"First",31.9362859,0.666666666666667,0.333333333333333,0,0.277777777777778,0,0.0925925925925926,0.388888888888889,0.333333333333333,-0.0925925925925926
"P76","Bedroom","Novel",2,"Second",26.53807389,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0,0.111111111111111,0,0.166666666666667,0.0555555555555556
"P76","Classroom","Novel",4,"Second",25.83382225,0.333333333333333,0.166666666666667,0,0.333333333333333,0,0.111111111111111,0,0.166666666666667,-0.111111111111111
"P76","Gym","Novel",1,"Second",27.0757011,0.666666666666667,0.5,0,0.333333333333333,0,0.111111111111111,0.333333333333333,0.5,-0.111111111111111
"P76","Library","Familiar",4,"First",32.11739246,0.5,0.333333333333333,0.166666666666667,0.333333333333333,0,0.111111111111111,0.166666666666667,0.333333333333333,0.0555555555555556
"P76","LivingRoom","Familiar",5,"First",26.00678677,0.333333333333333,0.166666666666667,0.333333333333333,0.333333333333333,0,0.111111111111111,0,0.166666666666667,0.222222222222222
"P76","StorageRoom","Familiar",5,"First",25.40720277,0.333333333333333,0.166666666666667,0.166666666666667,0.333333333333333,0,0.111111111111111,0,0.166666666666667,0.0555555555555556
"P77","Bedroom","Novel",5,"Second",28.07534722,0.333333333333333,0,0.333333333333333,0.0555555555555556,0,0.037037037037037,0.277777777777778,0,0.296296296296296
"P77","Classroom","Novel",2,"Second",25.20629111,0.333333333333333,0.166666666666667,0.166666666666667,0.0555555555555556,0,0.037037037037037,0.277777777777778,0.166666666666667,0.12962962962963
"P77","Gym","Novel",3,"Second",25.05384107,0.333333333333333,0,0,0.0555555555555556,0,0.037037037037037,0.277777777777778,0,-0.037037037037037
"P77","Library","Familiar",1,"First",27.96032564,0.166666666666667,0,0,0.0555555555555556,0,0.037037037037037,0.111111111111111,0,-0.037037037037037
"P77","LivingRoom","Familiar",7,"First",25.49798646,0.333333333333333,0.166666666666667,0.333333333333333,0.0555555555555556,0,0.037037037037037,0.277777777777778,0.166666666666667,0.296296296296296
"P77","StorageRoom","Familiar",3,"First",35.10322203,0.333333333333333,0.166666666666667,0.333333333333333,0.0555555555555556,0,0.037037037037037,0.277777777777778,0.166666666666667,0.296296296296296
"P78","Bedroom","Novel",6,"Second",28.63679439,0.5,0.333333333333333,0.166666666666667,0.166666666666667,0,0.0555555555555556,0.333333333333333,0.333333333333333,0.111111111111111
"P78","Classroom","Novel",5,"First",28.68900253,0.666666666666667,0.666666666666667,0.666666666666667,0.166666666666667,0,0.0555555555555556,0.5,0.666666666666667,0.611111111111111
