Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Bedroom,Router,-6.910073,3,7.791573
Bedroom,WineBottle,-6.672581,2,15.26146
Bedroom,Laptop,5.17232,1.3,9.764577
Bedroom,RockingHorse,-3.072565,0.3,5.847991
Bedroom,HTCVive,0.3893714,0.3,14.97131
Bedroom,Official hat,4.169024,0.3,1.037775

