Room,OutsideDuration,InsideDuration
Classroom,32.16353,140.2676
LivingRoom,26.87984,76.0604
Bedroom,29.52842,97.48659
Library,26.37826,94.05915
Gym,28.09156,74.85723
StorageRoom,28.29662,63.70105

