BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,0.8,9.6,44.2,RugbyBall,Left
2,-7.5,9.6,44,Grape,Left
3,-7,9.6,56,Controller,Left
4,-1,9.6,57,Teacup,Left
5,5,9.6,55,Toaster,Right
6,7.25,9.6,50,Headphones,Left

