Room,OutsideDuration,InsideDuration
Library,30.19834,175.4167
Gym,27.49014,80.94783
Bedroom,22.15365,112.4016
StorageRoom,21.08095,87.00082
Classroom,22.7317,95.11247
LivingRoom,22.30118,104.192

