BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,7.5,9.6,58,JBLSpeaker,Left
2,7,9.6,52,Paprika,Right
3,-3.4,9.6,52.25,Squeezer,Right
4,2.2,9.6,49,Spoons,Left
5,-3.66,9.6,57.675,Apple,Right
6,-5.25,9.6,43.75,HandDrill,Left

