BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-2.25,9.6,53,Mushroom,Right
2,6,9.6,51.8,Typewriter,Left
3,-7,9.6,58,CleaningBucket,Right
4,2,9.6,43,PencilSharpener,Right
5,-7,11.02,49.5,Padella,Right
6,1.6,12.55,56.7,Cabbaage,Right

