BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-3,9.6,55,Squeezer,Right
2,7,9.6,58,Headphones,Left
3,7,9.6,50.5,Kettle,Left
4,-7.25,9.6,49.5,Grape,Right
5,-4,9.6,43,Cabbaage,Left
6,4.7,11.871,51,Apple,Right

