"Item" "Order" "SubjectNo" "Room"
"Squeezer" 1 "P82" "Bedroom"
"Typewriter" 2 "P82" "Bedroom"
"PiggyBank" 3 "P82" "Bedroom"
"Apple" 4 "P82" "Bedroom"
"Kettle" 5 "P82" "Bedroom"
"Avocado" 6 "P82" "Bedroom"
"Padella" 1 "P82" "Classroom"
"PencilSharpener" 2 "P82" "Classroom"
"MilkCarton" 3 "P82" "Classroom"
"EggBeater" 4 "P82" "Classroom"
"Calculator" 5 "P82" "Classroom"
"Pineapple" 6 "P82" "Classroom"
"BaseballBat" 1 "P82" "Gym"
"Controller" 2 "P82" "Gym"
"Stapler" 3 "P82" "Gym"
"Headphones" 4 "P82" "Gym"
"Grape" 5 "P82" "Gym"
"CleaningBucket" 6 "P82" "Gym"
"Cabbaage" 1 "P82" "Library"
"Muffin" 2 "P82" "Library"
"Mouse" 3 "P82" "Library"
"SaltSub" 4 "P82" "Library"
"OfficeBin" 5 "P82" "Library"
"Spoons" 6 "P82" "Library"
"NikonCamera" 1 "P82" "LivingRoom"
"Mushroom" 2 "P82" "LivingRoom"
"HandDrill" 3 "P82" "LivingRoom"
"Teacup" 4 "P82" "LivingRoom"
"Toaster" 5 "P82" "LivingRoom"
"MokeExpress" 6 "P82" "LivingRoom"
"RugbyBall" 1 "P82" "StorageRoom"
"MechanicalGloves" 2 "P82" "StorageRoom"
"JBLSpeaker" 3 "P82" "StorageRoom"
"HTCViveController" 4 "P82" "StorageRoom"
"Paprika" 5 "P82" "StorageRoom"
"Openner" 6 "P82" "StorageRoom"
