"Item" "Order" "SubjectNo" "Room"
"HTCViveController" 1 "P77" "Bedroom"
"SaltSub" 2 "P77" "Bedroom"
"RugbyBall" 3 "P77" "Bedroom"
"MilkCarton" 4 "P77" "Bedroom"
"Headphones" 5 "P77" "Bedroom"
"JBLSpeaker" 6 "P77" "Bedroom"
"Kettle" 1 "P77" "Classroom"
"Squeezer" 2 "P77" "Classroom"
"Muffin" 3 "P77" "Classroom"
"MechanicalGloves" 4 "P77" "Classroom"
"Pineapple" 5 "P77" "Classroom"
"Apple" 6 "P77" "Classroom"
"Grape" 1 "P77" "Gym"
"Controller" 2 "P77" "Gym"
"MokeExpress" 3 "P77" "Gym"
"Mouse" 4 "P77" "Gym"
"NikonCamera" 5 "P77" "Gym"
"Teacup" 6 "P77" "Gym"
"EggBeater" 1 "P77" "Library"
"Paprika" 2 "P77" "Library"
"Toaster" 3 "P77" "Library"
"PiggyBank" 4 "P77" "Library"
"PencilSharpener" 5 "P77" "Library"
"Avocado" 6 "P77" "Library"
"Mushroom" 1 "P77" "LivingRoom"
"Calculator" 2 "P77" "LivingRoom"
"HandDrill" 3 "P77" "LivingRoom"
"Padella" 4 "P77" "LivingRoom"
"Typewriter" 5 "P77" "LivingRoom"
"OfficeBin" 6 "P77" "LivingRoom"
"Stapler" 1 "P77" "StorageRoom"
"Spoons" 2 "P77" "StorageRoom"
"CleaningBucket" 3 "P77" "StorageRoom"
"Openner" 4 "P77" "StorageRoom"
"Cabbaage" 5 "P77" "StorageRoom"
"BaseballBat" 6 "P77" "StorageRoom"
