Room,OutsideDuration,InsideDuration
Classroom,25.52216,173.0326
LivingRoom,22.15291,80.87468
Bedroom,22.58482,70.60205
StorageRoom,21.07453,57.69658
Gym,21.37723,77.30888
Library,21.8548,79.42

