"Item" "Order" "SubjectNo" "Room"
"Paprika" 1 "P22" "Bedroom"
"Pineapple" 2 "P22" "Bedroom"
"HandDrill" 3 "P22" "Bedroom"
"HTCViveController" 4 "P22" "Bedroom"
"MechanicalGloves" 5 "P22" "Bedroom"
"Teacup" 6 "P22" "Bedroom"
"Squeezer" 1 "P22" "Classroom"
"Headphones" 2 "P22" "Classroom"
"Kettle" 3 "P22" "Classroom"
"Grape" 4 "P22" "Classroom"
"Cabbaage" 5 "P22" "Classroom"
"Apple" 6 "P22" "Classroom"
"Stapler" 1 "P22" "Library"
"NikonCamera" 2 "P22" "Library"
"Padella" 3 "P22" "Library"
"RugbyBall" 4 "P22" "Library"
"CleaningBucket" 5 "P22" "Library"
"Calculator" 6 "P22" "Library"
"MokeExpress" 1 "P22" "LivingRoom"
"SaltSub" 2 "P22" "LivingRoom"
"Openner" 3 "P22" "LivingRoom"
"Typewriter" 4 "P22" "LivingRoom"
"Controller" 5 "P22" "LivingRoom"
"EggBeater" 6 "P22" "LivingRoom"
