"Item" "Order" "SubjectNo" "Room"
"MechanicalGloves" 1 "P80" "Bedroom"
"Headphones" 2 "P80" "Bedroom"
"PiggyBank" 3 "P80" "Bedroom"
"HandDrill" 4 "P80" "Bedroom"
"BaseballBat" 5 "P80" "Bedroom"
"MokeExpress" 6 "P80" "Bedroom"
"Paprika" 1 "P80" "Classroom"
"NikonCamera" 2 "P80" "Classroom"
"Padella" 3 "P80" "Classroom"
"Stapler" 4 "P80" "Classroom"
"Kettle" 5 "P80" "Classroom"
"Pineapple" 6 "P80" "Classroom"
"Grape" 1 "P80" "Gym"
"HTCViveController" 2 "P80" "Gym"
"Mushroom" 3 "P80" "Gym"
"RugbyBall" 4 "P80" "Gym"
"JBLSpeaker" 5 "P80" "Gym"
"Apple" 6 "P80" "Gym"
"Squeezer" 1 "P80" "Library"
"MilkCarton" 2 "P80" "Library"
"OfficeBin" 3 "P80" "Library"
"Toaster" 4 "P80" "Library"
"PencilSharpener" 5 "P80" "Library"
"Mouse" 6 "P80" "Library"
"Controller" 1 "P80" "LivingRoom"
"EggBeater" 2 "P80" "LivingRoom"
"Openner" 3 "P80" "LivingRoom"
"Avocado" 4 "P80" "LivingRoom"
"Muffin" 5 "P80" "LivingRoom"
"Spoons" 6 "P80" "LivingRoom"
"Calculator" 1 "P80" "StorageRoom"
"Cabbaage" 2 "P80" "StorageRoom"
"CleaningBucket" 3 "P80" "StorageRoom"
"Typewriter" 4 "P80" "StorageRoom"
"Teacup" 5 "P80" "StorageRoom"
"SaltSub" 6 "P80" "StorageRoom"
