Room,OutsideDuration,InsideDuration
SPA,28.7684,24.22035
ArtStudio,27.98139,36.71756
Office,28.76607,41.60391
MeetingRoom,27.8896,21.71273
Kindergarten,28.15692,33.53161
Lounge,25.31824,21.16618
LivingRoom,26.88433,41.7157
Kitchen,24.09089,35.85376
Classroom,26.33989,20.28764
Bedroom,26.6718,42.65905
StorageRoom,27.40304,10.25497
Gym,25.86505,17.59871
Museum,24.29188,16.65965
Cafe,25.44117,36.35421
Library,27.85382,27.29319
KTV,24.42096,26.40823

