BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-4,9.6,43,Mouse,Right
2,7,9.6,58,HTCViveController,Right
3,-7.25,9.6,49.5,MilkCarton,Left
4,-3,9.6,55,Squeezer,Right
5,7,9.6,50.5,Openner,Left
6,4.7,11.871,51,EggBeater,Right

