BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,-4,9.6,43,Teacup,Left
2,-7.25,9.6,49.5,PiggyBank,Left
3,-3,9.6,55,MokeExpress,Left
4,7,9.6,58,Muffin,Right
5,4.7,11.871,51,MilkCarton,Right
6,7,9.6,50.5,Pineapple,Right

