"Item" "Order" "SubjectNo" "Room"
"PencilSharpener" 1 "P18" "Bedroom"
"Mouse" 2 "P18" "Bedroom"
"Teacup" 3 "P18" "Bedroom"
"BaseballBat" 4 "P18" "Bedroom"
"Calculator" 5 "P18" "Bedroom"
"JBLSpeaker" 6 "P18" "Bedroom"
"Openner" 1 "P18" "Classroom"
"OfficeBin" 2 "P18" "Classroom"
"Spoons" 3 "P18" "Classroom"
"SaltSub" 4 "P18" "Classroom"
"Grape" 5 "P18" "Classroom"
"Paprika" 6 "P18" "Classroom"
"Padella" 1 "P18" "Gym"
"MokeExpress" 2 "P18" "Gym"
"Stapler" 3 "P18" "Gym"
"Typewriter" 4 "P18" "Gym"
"EggBeater" 5 "P18" "Gym"
"Muffin" 6 "P18" "Gym"
"HTCViveController" 1 "P18" "Library"
"Controller" 2 "P18" "Library"
"CleaningBucket" 3 "P18" "Library"
"Apple" 4 "P18" "Library"
"Kettle" 5 "P18" "Library"
"Avocado" 6 "P18" "Library"
"Pineapple" 1 "P18" "LivingRoom"
"MechanicalGloves" 2 "P18" "LivingRoom"
"PiggyBank" 3 "P18" "LivingRoom"
"MilkCarton" 4 "P18" "LivingRoom"
"Squeezer" 5 "P18" "LivingRoom"
"Mushroom" 6 "P18" "LivingRoom"
"Cabbaage" 1 "P18" "StorageRoom"
"Toaster" 2 "P18" "StorageRoom"
"Headphones" 3 "P18" "StorageRoom"
"HandDrill" 4 "P18" "StorageRoom"
"RugbyBall" 5 "P18" "StorageRoom"
"NikonCamera" 6 "P18" "StorageRoom"
