"Item" "Order" "SubjectNo" "Room"
"MechanicalGloves" 1 "P31" "Bedroom"
"EggBeater" 2 "P31" "Bedroom"
"Cabbaage" 3 "P31" "Bedroom"
"SaltSub" 4 "P31" "Bedroom"
"Controller" 5 "P31" "Bedroom"
"Spoons" 6 "P31" "Bedroom"
"Mouse" 1 "P31" "Classroom"
"MilkCarton" 2 "P31" "Classroom"
"Pineapple" 3 "P31" "Classroom"
"JBLSpeaker" 4 "P31" "Classroom"
"Teacup" 5 "P31" "Classroom"
"Padella" 6 "P31" "Classroom"
"PencilSharpener" 1 "P31" "Gym"
"Stapler" 2 "P31" "Gym"
"HTCViveController" 3 "P31" "Gym"
"Toaster" 4 "P31" "Gym"
"RugbyBall" 5 "P31" "Gym"
"CleaningBucket" 6 "P31" "Gym"
"HandDrill" 1 "P31" "Library"
"Headphones" 2 "P31" "Library"
"Grape" 3 "P31" "Library"
"Openner" 4 "P31" "Library"
"Muffin" 5 "P31" "Library"
"Kettle" 6 "P31" "Library"
"Mushroom" 1 "P31" "LivingRoom"
"Apple" 2 "P31" "LivingRoom"
"Typewriter" 3 "P31" "LivingRoom"
"Paprika" 4 "P31" "LivingRoom"
"PiggyBank" 5 "P31" "LivingRoom"
"NikonCamera" 6 "P31" "LivingRoom"
"MokeExpress" 1 "P31" "StorageRoom"
"BaseballBat" 2 "P31" "StorageRoom"
"OfficeBin" 3 "P31" "StorageRoom"
"Squeezer" 4 "P31" "StorageRoom"
"Avocado" 5 "P31" "StorageRoom"
"Calculator" 6 "P31" "StorageRoom"
