BoxNo,BoxPos_X,BoxPos_Y,BoxPos_Z,Object,Side
1,3.5,9.6,43,Typewriter,Left
2,-7.5,9.6,44,Apple,Left
3,5,9.6,48,Avocado,Left
4,7.5,9.6,54.5,HandDrill,Left
5,3.5,11.2,58.5,Kettle,Left
6,-4.75,9.6,53.5,Cabbaage,Left

