Room,OutsideDuration,InsideDuration
StorageRoom,24.44901,16.20183
ArtStudio,23.8763,25.53318
SPA,24.65907,13.80867
Kindergarten,24.44395,18.04231
Library,25.87849,19.5706
Lounge,24.11243,16.42065
MeetingRoom,24.42869,17.55494
Museum,25.38125,32.98884
Classroom,23.96968,19.41485
LivingRoom,24.01912,28.88744
Office,24.26004,27.59689
Cafe,24.74523,34.76423
Gym,23.87173,16.60143
Kitchen,24.85892,34.85163
Bedroom,24.77598,31.2213
KTV,25.96758,28.96405

