Room,BoxPos_X,BoxPos_Y,BoxPos_Z
Gym,0.7986585,0.3099993,3.056625
Gym,7.106079,0.3099999,7.893246
Gym,-5.447889,0.3100007,15.16441
Gym,5.035035,0.3100006,13.29219
Gym,-7.372361,0.3099993,2.644129
Gym,-7.019287,0.3100003,10.67601

