Room,OutsideDuration,InsideDuration
Library,22.11275,245.1032
Library,22.11275,245.1032
Bedroom,22.158,245.0822
Bedroom,22.158,245.0822
StorageRoom,20.30211,78.43921
Gym,19.92805,83.88977

