Room,Object,ObjPos_X,ObjPos_Y,ObjPos_Z
Gym,Pineapple,7.15057,0.3,7.216789
Gym,HTCViveController,-5.445687,0.3,15.30871
Gym,CleaningBucket,-7.342156,0.3,2.980494
Gym,EggBeater,-7.009347,0.3,10.4243
Gym,MechanicalGloves,5.042247,0.3,13.34544
Gym,PencilSharpener,0.8772675,0.3,2.60996

