Room,OutsideDuration,InsideDuration
Library,22.43868,142.0149
Classroom,21.09451,90.58889
Gym,21.38498,58.17553
StorageRoom,21.00562,62.98285
Bedroom,23.01696,74.9122
LivingRoom,20.61691,92.10935

